"mae"	"se_mae"	"sr"	"rr"	"rrank"	"ggnetage"	"resnetage"	"bbnetage"	"obbnetage"	"svmage"	"lmmmeanage"	"lmmquantage"
3.51482151417806	0.13559987710929	0.359609663525788	0.957027464245639	0.917039227021465	0.24329609081236	0.294940198425424	-0.335491712584826	0.603489663010504	-0.186770814015543	0.178677080140394	0.20159376786198
3.52234158267918	0.13559987710929	0.358936564997347	0.956999284105253	0.917116481359585	0.242087847025706	0.295349335079441	-0.339423043602986	0.609562506989442	-0.186786270640251	0.177578931901738	0.201518673874195
3.51240110848813	0.13559987710929	0.353456332809113	0.957410768816859	0.917994037845344	0.241861850627063	0.295375466128923	-0.339062075007216	0.608291407305593	-0.186379605464048	0.17762918231673	0.202334572293908
3.56654844367607	0.13559987710929	0.361328768468914	0.955866731034737	0.917179794445016	0.2399933562357	0.297561505598215	-0.337786907953741	0.605952845948496	-0.184072562616049	0.174350353049294	0.203921118053022
3.52652246887687	0.13559987710929	0.366879614339402	0.956928891713856	0.916520059720927	0.244044645270764	0.296008490109443	-0.335586979900293	0.601613159863296	-0.184422411223136	0.177148608711948	0.200828207400809
3.55638469528164	0.13559987710929	0.361856432509256	0.956344074997651	0.917169400374965	0.242171782488434	0.295848642606828	-0.329486228412726	0.597521010651691	-0.184529352126014	0.179493511338369	0.198747897754626
3.55136683598252	0.13559987710929	0.353581102896038	0.956712217256443	0.917221824434628	0.243987468364491	0.298298710184674	-0.340527327825169	0.605827796078976	-0.190165354072614	0.183075038689783	0.199220701610937
3.52964975031241	0.13559987710929	0.355762743956447	0.957375034950491	0.918668002546289	0.242605810051237	0.29738692161455	-0.329489941966359	0.596650290173844	-0.187462477780682	0.179029386699053	0.201143873713633
3.54246463663522	0.13559987710929	0.356712481484229	0.956498070450373	0.916379946006783	0.237557519004816	0.299288138469016	-0.333123654513674	0.602872401437739	-0.187572903051805	0.178962721207989	0.201637781458445
3.52760025055404	0.13559987710929	0.363753309047307	0.95743012753313	0.916744439645844	0.240437227115219	0.298096890627534	-0.334969455710951	0.602579619386806	-0.186257018918332	0.178973303100544	0.200814903513372
3.50233499219611	0.13559987710929	0.358766877679129	0.957561034854815	0.918200805596007	0.241496165943809	0.297499680259008	-0.339483829481606	0.607682388523531	-0.185364982377298	0.176869225295559	0.201134186422187
3.54865146316339	0.13559987710929	0.353928355577633	0.956655516739977	0.917278414371574	0.243993270634293	0.295233085453492	-0.338600492972172	0.607257187921356	-0.18573150275762	0.174698754058097	0.203049719493191
3.52839287482048	0.13559987710929	0.363462770041588	0.9570727648433	0.917009364693223	0.243752837484373	0.296455284805953	-0.326784323629778	0.592199416016472	-0.187799955150686	0.179488232015804	0.202399867794815
3.52866839578503	0.13559987710929	0.361617863853793	0.957180881219701	0.918125902297542	0.241236555697094	0.296569131283401	-0.325454091912977	0.593733474013383	-0.188061835291179	0.178534304946594	0.203301817405107
3.52873411623592	0.13559987710929	0.359109799498202	0.957139156247715	0.916664545543902	0.23968144369019	0.298563077421942	-0.343630295092874	0.612785373471297	-0.186420675935805	0.174979569920655	0.203828945124726
3.52913967899173	0.13559987710929	0.361003005114687	0.957156942868431	0.917521850091585	0.241402805161216	0.29760117851424	-0.330802954960592	0.597361359985567	-0.186232375775393	0.17704311652449	0.203393713428605
3.52996296428525	0.13559987710929	0.357902437519863	0.956640769425989	0.917480974998645	0.242963323417024	0.297471228544009	-0.334882466023876	0.601782048256422	-0.188699893036772	0.179633147851206	0.201441304968305
3.54415856125642	0.13559987710929	0.360641687441476	0.956591110496776	0.917377652992778	0.244066758884116	0.295346110471827	-0.327934431280008	0.595543046843609	-0.187010496276583	0.17792102230211	0.20197265116455
3.5315268297081	0.13559987710929	0.362197374505462	0.957188394325717	0.917347543186677	0.245580813382462	0.295444444868387	-0.335276975833061	0.602065778046522	-0.184694538263685	0.177125837121494	0.199538197608898
3.56557783410297	0.13559987710929	0.356733723333739	0.955925882022454	0.917357937256729	0.244297338663006	0.295691005138533	-0.328790215888705	0.595377747293451	-0.187093345331776	0.178039370040435	0.20224783221973
3.55848509297807	0.13559987710929	0.356004529824069	0.956696128344154	0.916549014630356	0.243901498284628	0.296930268860989	-0.333690003680906	0.599786398203845	-0.188667770755774	0.181302728734551	0.200167779492298
3.52299254217165	0.13559987710929	0.354896488959553	0.95698405772161	0.91760430146473	0.240284841096638	0.298383768824223	-0.330920587173118	0.598254928784228	-0.189514012849811	0.177353432682175	0.205996123836298
3.50533754325844	0.13559987710929	0.3584656971255	0.95756575799317	0.917056138008454	0.241249299898648	0.298065457978205	-0.329541372071756	0.596592772727623	-0.18893600016283	0.17909791000619	0.203221837320798
3.55685716410601	0.13559987710929	0.350507592880395	0.956321492774318	0.916329089306889	0.243729568822151	0.295132768769165	-0.337546030195641	0.605394712489366	-0.189536249214252	0.182640698981189	0.199979598822237
3.50182465684411	0.13559987710929	0.357893033361245	0.957456125655133	0.918406294711069	0.239230659010032	0.297999146539489	-0.334269341478256	0.603192505890214	-0.187306616936059	0.177281686403966	0.203717984810459
3.50922784617425	0.13559987710929	0.357119871285406	0.957409241499029	0.917836559434805	0.240711032580822	0.296097060834965	-0.335776045862158	0.605816249239699	-0.187800965864011	0.178075561764305	0.202763498471433
3.53319509909675	0.13559987710929	0.363177180593036	0.956868528420447	0.916728807294457	0.242953421600633	0.297232564169886	-0.330833751379294	0.598936920319154	-0.187411340067853	0.177719903715889	0.201248434932769
3.54270669152455	0.13559987710929	0.360920223771065	0.956824001972863	0.915859747548502	0.241315421130246	0.297523808419021	-0.339000604039231	0.606741669089977	-0.185149348297162	0.178672056068252	0.199754673119974
3.536701415193	0.13559987710929	0.360506234560331	0.956872726750939	0.917727999147602	0.242514988040791	0.295967385847392	-0.33479391062698	0.603041318709212	-0.187791171632277	0.17944180104622	0.201315814148601
3.54089823280462	0.13559987710929	0.366035921073929	0.956204004269373	0.915874513727384	0.244174638936597	0.294831851384143	-0.320101519830686	0.587826936356865	-0.185249799671534	0.178411292922334	0.200000519859468
3.5129084126597	0.13559987710929	0.365015776095442	0.95746361747457	0.917543669389431	0.242535358183783	0.297987289348454	-0.326677906233004	0.591820312235268	-0.185617804581487	0.175346040966256	0.204219129496145
